distritos,n_defunciones,anio
PAUSA,35,2021
PAZOS,44,2021
PEBAS,43,2021
PEDROGALVEZ,130,2021
PEDROVILCAAPAZA,18,2021
PERENE,376,2021
PHARA,30,2021
PIAS,2,2021
PICHACANI,52,2021
PICHANAQUI,291,2021
PICHARI,130,2021
PICHIGUA,31,2021
PICHIRHUA,59,2021
PICHOS,14,2021
PICOTA,85,2021
PICSI,42,2021
PILCHACA,5,2021
PILCOMAYO,187,2021
PILCUYO,152,2021
PILLCOMARCA,232,2021
PILLPINTO,23,2021
PILLUANA,13,2021
PILPICHACA,40,2021
PIMENTEL,122,2021
PIMPINGOS,6,2021
PINRA,44,2021
PINTORECODO,36,2021
PION,5,2021
PIRA,37,2021
PISAC,80,2021
PISACOMA,6,2021
PISCO,793,2021
PISCOBAMBA,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
PISCO,NA,2021
Distrito,NA,2021
PISCOBAMBA,41,2021
PISCOYACU,24,2021
PISUQUIA,8,2021
PITIPO,69,2021
PITUMARCA,72,2021
PIURA,1534,2021
PLATERIA,52,2021
POCOHUANCA,7,2021
POCOLLAY,110,2021
POCSI,3,2021
POLOBAYA,12,2021
POLVORA,35,2021
POMABAMBA,125,2021
POMACANCHA,19,2021
POMACANCHI,62,2021
POMACOCHA,35,2021
POMAHUACA,30,2021
POMALCA,105,2021
POMATA,161,2021
PONTO,12,2021
POROTO,32,2021
POROY,58,2021
POSIC,19,2021
POTONI,19,2021
POZUZO,36,2021
PROGRESO,24,2021
PROVIDENCIA,2,2021
PUCACACA,32,2021
PUCACOLPA,10,2021
PUCALA,34,2021
PUCARA,157,2021
PUCAYACU,7,2021
PUCUSANA,121,2021
PUCYURA,35,2021
PUEBLOLIBRE,1420,2021
PUEBLONUEVO,717,2021
PUENTEPIEDRA,2314,2021
PUERTOBERMUDEZ,123,2021
PUERTOINCA,48,2021
PUINAHUA,9,2021
PULAN,13,2021
PULLO,16,2021
PUNCHANA,451,2021
PUNCHAO,6,2021
PUNO,1339,2021
PUNTADEBOMBON,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
PUNO,NA,2021
Distrito,NA,2021
PUNTADEBOMBON,85,2021
PUNTAHERMOSA,65,2021
PUNTANEGRA,57,2021
PUOS,35,2021
PUQUINA,17,2021
PUQUIO,130,2021
PURUS,10,2021
PUSI,49,2021
PUTINA,130,2021
PUTINZA,8,2021
PUTUMAYO,11,2021
PUYCA,35,2021
PUYUSCA,40,2021
QUECHUALLA,4,2021
QUEHUE,28,2021
QUELLOUNO,74,2021
QUEQUEA,15,2021
QUERCO,7,2021
QUERECOTILLO,217,2021
QUEROBAMBA,32,2021
QUEROCOTILLO,25,2021
QUEROCOTO,48,2021
QUEROPALCA,4,2021
QUIACA,13,2021
QUICACHA,8,2021
QUICHES,20,2021
QUICHUAS,26,2021
QUICHUAY,20,2021
QUILAHUANI,5,2021
QUILCA,13,2021
QUILCAPUNCU,32,2021
QUILCAS,43,2021
QUILLO,51,2021
QUILMANA,109,2021
QUINCHES,5,2021
QUINISTAQUILLAS,6,2021
QUINJALCA,4,2021
QUINOCAY,4,2021
QUINUA,50,2021
QUINUABAMBA,19,2021
QUIOTA,23,2021
QUIQUIJANA,62,2021
QUIRUVILCA,43,2021
QUISHUAR,9,2021
QUISQUI,29,2021
QUITOARMA,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
QUISQUI,NA,2021
Distrito,NA,2021
QUITOARMA,12,2021
QUIVILLA,4,2021
RAGASH,13,2021
RAHUAPAMPA,9,2021
RAIMONDI,115,2021
RAMONCASTILLA,33,2021
RANRACANCHA,25,2021
RANRAHIRCA,26,2021
RAPAYAN,10,2021
RAZURI,42,2021
RECTA,3,2021
RECUAY,61,2021
REQUE,60,2021
REQUENA,137,2021
RICARDOPALMA,78,2021
RICRAN,23,2021
RIMAC,2281,2021
RINCONADALLICUAR,36,2021
RIOGRANDE,57,2021
RIONEGRO,105,2021
RIOSANTIAGO,12,2021
RIOTAMBO,35,2021
RIOJA,216,2021
RIPAN,18,2021
ROBLE,6,2021
ROCCHACC,12,2021
RONDOCAN,33,2021
RONDOS,24,2021
ROSARIO,32,2021
ROSASPATA,65,2021
RUMISAPA,22,2021
RUPARUPA,409,2021
SABAINO,16,2021
SABANDIA,48,2021
SACANCHE,17,2021
SACHACA,257,2021
SACSAMARCA,4,2021
SAISA,1,2021
SALAMANCA,6,2021
SALAS,203,2021
SALAVERRY,147,2021
SALCABAMBA,34,2021
SALCAHUASI,17,2021
SALITRAL,123,2021
SALLIQUE,10,2021
SALPO,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
SALLIQUE,NA,2021
Distrito,NA,2021
SALPO,35,2021
SAMA,25,2021
SAMAN,112,2021
SAMANCO,37,2021
SAMEGUA,42,2021
SAMUELPASTOR,146,2021
SAMUGARI,43,2021
SANAGUSTIN,117,2021
SANANDRES,157,2021
SANANDRESDECUTERVO,18,2021
SANANDRESDETUPICOC,11,2021
SANANTON,40,2021
SANANTONIO,329,2021
SANANTONIODEANTAP,10,2021
SANANTONIODECACHI,23,2021
SANANTONIODECHUCA,13,2021
SANANTONIODECUSICA,14,2021
SANBARTOLO,82,2021
SANBARTOLOME,14,2021
SANBENITO,11,2021
SANBERNARDINO,29,2021
SANBORJA,1406,2021
SANBUENAVENTURA,18,2021
SANCARLOS,2,2021
SANCLEMENTE,214,2021
SANCRISTOBAL,40,2021
SANCRISTOBALDERAJAN,2,2021
SANDAMIAN,9,2021
SANFCODEASISDEYAR,26,2021
SANFELIPE,21,2021
SANFERNANDO,30,2021
SANFRANCISCO,12,2021
SANFRANCISCODEASIS,12,2021
SANFRANCISCODECAYR,44,2021
SANFRANCISCODEDAGU,3,2021
SANFRANCISCODERAVA,11,2021
SANFRANCISCODESANG,14,2021
SANFRANCISCODEYESO,11,2021
SANGABAN,30,2021
SANGREGORIO,14,2021
SANHILARION,18,2021
SANIGNACIO,148,2021
SANISIDRO,896,2021
SANISIDRODEMAINO,2,2021
SANJACINTO,97,2021
SANJAVIERDEALPABAM,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
SANJACINTO,NA,2021
Distrito,NA,2021
SANJAVIERDEALPABAM,5,2021
SANJERONIMO,429,2021
SANJERONIMODETUNAN,126,2021
SANJOAQUIN,2,2021
SANJOSE,198,2021
SANJOSEDELOSCHORRI,10,2021
SANJOSEDELOSMOLINOS,80,2021
SANJOSEDELOURDES,50,2021
SANJOSEDEQUERO,55,2021
SANJOSEDESISA,99,2021
SANJOSEDETICLLAS,11,2021
SANJOSEDEUSHUA,2,2021
SANJOSEDELALTO,23,2021
SANJUAN,95,2021
SANJUANBAUTISTA,872,2021
SANJUANDEBIGOTE,47,2021
SANJUANDECHACA,10,2021
SANJUANDECUTERVO,4,2021
SANJUANDEIRIS,2,2021
SANJUANDEISCOS,33,2021
SANJUANDEJARPA,28,2021
SANJUANDELAVIRGEN,33,2021
SANJUANDELICUPIS,1,2021
SANJUANDELOPECANCH,2,2021
SANJUANDELURIGANCHO,8038,2021
SANJUANDEMIRAFLORES,3896,2021
SANJUANDERONTOY,4,2021
SANJUANDESALINAS,26,2021
SANJUANDESIGUAS,6,2021
SANJUANDETANTARAN,5,2021
SANJUANDETARUCANI,13,2021
SANJUANDEYANAC,8,2021
SANJUANDELORO,35,2021
SANLORENZO,20,2021
SANLORENZODEQUINTI,13,2021
SANLUIS,813,2021
SANLUISDELUCMA,8,2021
SANLUISDESHUARO,55,2021
SANMARCOS,131,2021
SANMARCOSDEROCCHAC,22,2021
SANMARTIN,24,2021
SANMARTINDEPORRES,6584,2021
SANMATEO,35,2021
SANMATEODEOTAO,21,2021
SANMIGUEL,2225,2021
SANMIGUELDEACO,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
SANMIGUEL,NA,2021
Distrito,NA,2021
SANMIGUELDEACO,23,2021
SANMIGUELDEACOS,8,2021
SANMIGUELDECAURI,27,2021
SANMIGUELDECHACCRA,13,2021
SANMIGUELDECORPAN,2,2021
SANMIGUELDEELFAIQUE,53,2021
SANMIGUELDEMAYOCC,6,2021
SANNICOLAS,36,2021
SANPABLO,231,2021
SANPABLODEPILLAO,42,2021
SANPEDRO,76,2021
SANPEDRODECACHORA,38,2021
SANPEDRODECAJAS,51,2021
SANPEDRODECHANA,15,2021
SANPEDRODECHAULAN,25,2021
SANPEDRODECHUNAN,10,2021
SANPEDRODECORIS,22,2021
SANPEDRODEHUACARP,8,2021
SANPEDRODEHUANCAY,2,2021
SANPEDRODELARCAY,10,2021
SANPEDRODELLOC,195,2021
SANPEDRODEPALCO,6,2021
SANPEDRODEPILAS,6,2021
SANPEDRODEPILLAO,10,2021
SANPEDRODEPUTINAP,48,2021
SANRAFAEL,88,2021
SANRAMON,247,2021
SANROQUEDECUMBAZA,10,2021
SANSALVADOR,43,2021
SANSALVADORDEQUIJE,8,2021
SANSEBASTIAN,546,2021
SANSILVESTREDECOCH,23,2021
SANVICENTEDECAETE,468,2021
SANAGORAN,25,2021
SANCOS,54,2021
SANDIA,97,2021
SANGALLAYA,3,2021
SANGARARA,25,2021
SANTA,244,2021
SANTAANA,389,2021
SANTAANADEHUAYCAH,2,2021
SANTAANADETUSI,35,2021
SANTAANITA,1957,2021
SANTABARBARADECAR,8,2021
SANTACATALINA,2,2021
SANTACATALINADEMOS,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
SANTACATALINA,NA,2021
Distrito,NA,2021
SANTACATALINADEMOS,24,2021
SANTACRUZ,98,2021
SANTACRUZDEANDAMA,5,2021
SANTACRUZDECHUCA,11,2021
SANTACRUZDECOCACHA,22,2021
SANTACRUZDEFLORES,30,2021
SANTACRUZDETOLED,7,2021
SANTAEULALIA,119,2021
SANTAISABELDESIGUAS,10,2021
SANTALEONOR,5,2021
SANTALUCIA,76,2021
SANTAMARIA,331,2021
SANTAMARIADECHICMO,56,2021
SANTAMARIADELMAR,5,2021
SANTAMARIADELVALLE,153,2021
SANTARITADESIHUAS,36,2021
SANTAROSA,380,2021
SANTAROSADEALTOYA,3,2021
SANTAROSADEOCOPA,19,2021
SANTAROSADEQUIVES,44,2021
SANTAROSADESACCO,68,2021
SANTATERESA,56,2021
SANTIAGO,839,2021
SANTIAGODEANCHUCAYA,5,2021
SANTIAGODECAO,177,2021
SANTIAGODECHALLAS,12,2021
SANTIAGODECHILCAS,4,2021
SANTIAGODECHOCORVOS,26,2021
SANTIAGODECHUCO,150,2021
SANTIAGODELUCANAMA,19,2021
SANTIAGODEPAUCARAY,6,2021
SANTIAGODEPISCHA,8,2021
SANTIAGODEPUPUJA,38,2021
SANTIAGODEQUIRAHUA,7,2021
SANTIAGODESURCO,3600,2021
SANTIAGODETUCUMA,4,2021
SANTIAGODETUNA,3,2021
SANTILLANA,17,2021
SANTODOMINGO,65,2021
SANTODOMINGODEACO,21,2021
SANTODOMINGODEANDA,4,2021
SANTODOMINGODECAPI,3,2021
SANTODOMINGODELAC,14,2021
SANTODOMINGODELOS,25,2021
SANTOTOMAS,246,2021
SANTOTOMASDEPATA,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
SANTOTOMAS,NA,2021
Distrito,NA,2021
SANTOTOMASDEPATA,9,2021
SANTOTORIBIO,9,2021
SAA,40,2021
SAAYCA,8,2021
SAO,41,2021
SAPALLANGA,173,2021
SAPILLICA,38,2021
SAPOSOA,120,2021
SAQUENA,9,2021
SARASARA,4,2021
SARAYACU,32,2021
SARHUA,17,2021
SARIN,18,2021
SARTIMBAMBA,36,2021
SATIPO,260,2021
SAUCE,52,2021
SAUCEPAMPA,4,2021
SAURAMA,5,2021
SAUSA,40,2021
SAYAN,164,2021
SAYAPULLO,14,2021
SAYLA,2,2021
SAYLLA,38,2021
SECCLLA,23,2021
SECHURA,263,2021
SEPAHUA,35,2021
SHAMBOYACU,15,2021
SHANAO,16,2021
SHAPAJA,12,2021
SHATOJA,18,2021
SHILLA,36,2021
SHIPASBAMBA,7,2021
SHUNQUI,6,2021
SHUNTE,7,2021
SHUPLUY,19,2021
SICAYA,90,2021
SICCHEZ,20,2021
SICSIBAMBA,11,2021
SICUANI,582,2021
SIHUAS,66,2021
SILLAPATA,16,2021
SIMBAL,39,2021
SIMONBOLIVAR,64,2021
SINREGISTRO,196,2021
SINA,10,2021
SINCOS,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
SINA,NA,2021
Distrito,NA,2021
SINCOS,29,2021
SINGA,16,2021
SINSICAP,17,2021
SITABAMBA,8,2021
SITACOCHA,28,2021
SITAJARA,4,2021
SIVIA,55,2021
SOCABAYA,525,2021
SOCOS,40,2021
SOCOTA,35,2021
SOLOCO,12,2021
SONCHE,1,2021
SONDOR,20,2021
SONDORILLO,25,2021
SOPLIN,2,2021
SORAS,6,2021
SORAYA,4,2021
SORITOR,128,2021
SOROCHUCO,51,2021
SUBTANJALLA,197,2021
SUCCHA,13,2021
SUCRE,25,2021
SUITUCANCHA,8,2021
SULLANA,1564,2021
SUMBILCA,10,2021
SUNAMPE,263,2021
SUPE,204,2021
SUPEPUERTO,103,2021
SURCO,23,2021
SURCUBAMBA,44,2021
SURQUILLO,1322,2021
SUSAPAYA,5,2021
SUYCKUTAMBO,17,2021
SUYO,97,2021
TABACONAS,44,2021
TABALOSOS,78,2021
TACABAMBA,54,2021
TACNA,1117,2021
TAHUAMANU,9,2021
TAHUANIA,16,2021
TALAVERA,150,2021
TAMARINDO,55,2021
TAMBILLO,34,2021
TAMBO,71,2021
TAMBODEMORA,57,2021
TAMBOGRANDE,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
TAMBODEMORA,NA,2021
Distrito,NA,2021
TAMBOGRANDE,672,2021
TAMBOBAMBA,104,2021
TAMBOPATA,711,2021
TAMBURCO,70,2021
TANTA,4,2021
TANTAMAYO,1,2021
TANTARA,11,2021
TANTARICA,17,2021
TAPACOCHA,5,2021
TAPAIRIHUA,10,2021
TAPAY,4,2021
TAPICHE,1,2021
TAPO,32,2021
TAPUC,28,2021
TARACO,132,2021
TARAPOTO,700,2021
TARATA,27,2021
TARAY,32,2021
TARICA,49,2021
TARMA,652,2021
TARUCACHI,6,2021
TATE,47,2021
TAUCA,36,2021
TAURIA,5,2021
TAURIJA,8,2021
TAURIPAMPA,4,2021
TAYABAMBA,73,2021
TENIENTECESARLOPEZR,13,2021
TENIENTEMANUELCLAV,4,2021
TIABAYA,154,2021
TIBILLO,3,2021
TICACO,8,2021
TICAPAMPA,30,2021
TICLACAYAN,17,2021
TICLLOS,4,2021
TICRAPO,19,2021
TIGRE,8,2021
TILALI,29,2021
TINCO,27,2021
TINGO,7,2021
TINGODEPONASA,20,2021
TINGODESAPOSOA,15,2021
TINICACHI,14,2021
TINTA,55,2021
TINTAY,25,2021
TINTAYPUNCU,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
TINTAY,NA,2021
Distrito,NA,2021
TINTAYPUNCU,19,2021
TINYAHUARCO,57,2021
TIPAN,4,2021
TIQUILLACA,16,2021
TIRAPATA,20,2021
TISCO,6,2021
TOCACHE,208,2021
TOCMOCHE,5,2021
TOMAS,4,2021
TOMAYKICHWA,35,2021
TOMEPAMPA,7,2021
TONGOD,13,2021
TORATA,50,2021
TORAYA,20,2021
TORIBIOCASANOVA,7,2021
TORO,11,2021
TORRESCAUSANA,3,2021
TOTORA,3,2021
TOTOS,19,2021
TOURNAVISTA,14,2021
TRESDEDICIEMBRE,23,2021
TRESUNIDOS,25,2021
TRITA,3,2021
TROMPETEROS,9,2021
TRUJILLO,4161,2021
TUCUME,107,2021
TUMAN,174,2021
TUMAYHUARACA,9,2021
TUMBADEN,19,2021
TUMBES,905,2021
TUNANMARCA,24,2021
TUPACAMARU,20,2021
TUPACAMARUINCA,130,2021
TUPE,2,2021
TURPAY,10,2021
TURPO,39,2021
TUTI,4,2021
UBINAS,14,2021
UCHIZA,74,2021
UCHUMARCA,15,2021
UCHUMAYO,122,2021
UCHURACCAY,4,2021
UCO,15,2021
UCUNCHA,3,2021
ULCUMAYO,65,2021
UMACHIRI,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
ULCUMAYO,NA,2021
Distrito,NA,2021
UMACHIRI,35,2021
UMARI,38,2021
UNICACHI,28,2021
UNIONAGUABLANCA,16,2021
UON,2,2021
UPAHUACHO,11,2021
URACA,48,2021
URANMARCA,23,2021
URARINAS,11,2021
URCOS,125,2021
URPAY,11,2021
URUBAMBA,193,2021
USICAYOS,25,2021
USQUIL,146,2021
UTCO,8,2021
UTICYACU,4,2021
VALERA,7,2021
VARGASGUERRA,41,2021
VEGUETA,139,2021
VEINTISEISDEOCTUBRE,734,2021
VEINTISIETEDENOVIEMB,11,2021
VELILLE,48,2021
VENTANILLA,1990,2021
VICCO,46,2021
VICE,100,2021
VICHAYAL,41,2021
VICTORLARCOHERRERA,604,2021
VILAVILA,2,2021
VILCA,16,2021
VILCABAMBA,102,2021
VILCANCHOS,14,2021
VILCASHUAMAN,62,2021
VILLAELSALVADOR,3579,2021
VILLAKINTIARINA,6,2021
VILLAMARIADELTRIUNFO,3670,2021
VILLARICA,152,2021
VILLAVIRGEN,3,2021
VILQUE,19,2021
VILQUECHICO,121,2021
VINCHOS,77,2021
VIAC,20,2021
VIQUES,11,2021
VIRACO,15,2021
VIRU,406,2021
VIRUNDO,10,2021
VISCHONGO,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
VIRUNDO,NA,2021
Distrito,NA,2021
VISCHONGO,25,2021
VISTAALEGRE,162,2021
VITIS,3,2021
VITOC,21,2021
VITOR,32,2021
VIZCATANDELENE,10,2021
WANCHAQ,606,2021
YACUS,11,2021
YAGUAS,1,2021
YAMANGO,55,2021
YAMBRASBAMBA,15,2021
YAMON,7,2021
YANAC,10,2021
YANACA,15,2021
YANACANCHA,114,2021
YANAHUANCA,85,2021
YANAHUARA,337,2021
YANAHUAYA,14,2021
YANAMA,51,2021
YANAOCA,105,2021
YANAQUIHUA,39,2021
YANAS,26,2021
YANATILE,61,2021
YANQUE,22,2021
YANTALO,17,2021
YAQUERANA,1,2021
YARABAMBA,19,2021
YARINACOCHA,698,2021
YARUMAYO,10,2021
YAUCA,19,2021
YAUCADELROSARIO,19,2021
YAULI,169,2021
YAURISQUE,19,2021
YAUTAN,66,2021
YAUYA,38,2021
YAUYOS,150,2021
YAUYUCAN,17,2021
YAVARI,14,2021
YONAN,66,2021
YORONGOS,23,2021
YUCAY,33,2021
YUNGA,2,2021
YUNGAR,33,2021
YUNGAY,171,2021
YUNGUYO,318,2021
YUPAN,4,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
YUNGUYO,NA,2021
Distrito,NA,2021
YUPAN,4,2021
YURA,206,2021
YURACMARCA,25,2021
YURACYACU,26,2021
YURIMAGUAS,566,2021
YURUA,4,2021
YUYAPICHIS,21,2021
ZAPATERO,31,2021
ZARUMILLA,180,2021
ZEPITA,150,2021
ZORRITOS,124,2021
ZUIGA,11,2021
ZURITE,49,2021
ABANCAY,55,2022
ACARI,4,2022
ACCHA,4,2022
ACCOMARCA,1,2022
ACHAYA,8,2022
ACHOMA,2,2022
ACO,7,2022
ACOBAMBA,23,2022
ACOBAMBILLA,2,2022
ACOCHACA,2,2022
ACOCRO,7,2022
ACOLLA,6,2022
ACOMAYO,8,2022
ACOPAMPA,5,2022
ACOPIA,1,2022
ACORA,24,2022
ACORIA,23,2022
ACOSTAMBO,6,2022
AGALLPAMPA,1,2022
AGUABLANCA,1,2022
AGUASVERDES,10,2022
AHUAC,8,2022
AHUAYCHA,6,2022
AIJA,4,2022
AJOYANI,2,2022
ALBERTOLEVEAU,1,2022
ALCA,1,2022
ALCAMENCA,4,2022
ALEXANDERVONHUMBO,2,2022
ALIS,1,2022
ALLAUCA,1,2022
ALONSODEALVARADO,8,2022
ALTOBIAVO,1,2022
ALTODELAALIANZA,26,2022
ALTOINAMBARI,6,2022
ALTOLARAN,3,2022
ALTONANAY,3,2022
ALTOPICHIGUA,6,2022
ALTOSAPOSOA,3,2022
ALTOSELVAALEGRE,74,2022
AMANTANI,4,2022
AMARILIS,62,2022
AMBO,13,2022
ANANEA,5,2022
ANAPIA,NA,2022
CUADRON,3,2022
DEFUNCIONESREGISTRADASPOR,NA,2022
DISTRITOSSEGNAO,2022,2022
Seleccionecursorsobremapapara,NA,2022
vermayores,NA,2022
detalles,NA,2022
ANANEA,NA,2022
Distrito,NA,2022
ANAPIA,3,2022
ANCAHUASI,5,2022
ANCHIHUAY,2,2022
ANCHONGA,3,2022
ANCO,11,2022
ANCOHUALLO,11,2022
ANCON,43,2022
ANDABAMBA,7,2022
ANDAHUAYLAS,23,2022
ANDAHUAYLILLAS,4,2022
ANDAJES,2,2022
ANDAMARCA,3,2022
ANDARAPA,3,2022
ANDARAY,1,2022
ANDOAS,1,2022
ANDRESAVELINOCACER,10,2022
ANGASMARCA,2,2022
ANGUIA,1,2022
ANTA,20,2022
ANTABAMBA,1,2022
ANTAUTA,7,2022
ANTIOQUIA,3,2022
ANTONIORAIMONDI,2,2022
APARICIOPOMARES,6,2022
APATA,6,2022
APLAO,6,2022
AQUIA,3,2022
ARAHUAY,1,2022
ARAMANGO,4,2022
ARANCAY,2,2022
ARAPA,10,2022
ARENAL,1,2022
AREQUIPA,107,2022
ASCENSION,8,2022
ASCOPE,10,2022
ASIA,2,2022
ASILLO,6,2022
ASUNCION,6,2022
ATAQUERO,1,2022
ATAURA,1,2022
ATAVILLOSALTO,2,2022
ATAVILLOSBAJO,1,2022
ATE,413,2022
ATICO,5,2022
ATUNCOLLA,4,2022
AUCALLAMA,NA,2022
CUADRON,3,2022
DEFUNCIONESREGISTRADASPOR,NA,2022
DISTRITOSSEGNAO,2022,2022
Seleccionecursorsobremapapara,NA,2022
vermayores,NA,2022
detalles,NA,2022
ATUNCOLLA,NA,2022
Distrito,NA,2022
AUCALLAMA,7,2022
AUCARA,2,2022
AWAJUN,4,2022
AYABACA,19,2022
AYACUCHO,98,2022
AYAHUANCO,1,2022
AYAPATA,4,2022
AYAVI,2,2022
AYAVIRI,32,2022
AYNA,13,2022
AZANGARO,23,2022
BAGUA,6,2022
BAGUAGRANDE,15,2022
BAJOBIAVO,4,2022
BALSAS,2,2022
BAMBAMARCA,33,2022
BAOS,2,2022
BARRANCA,70,2022
BARRANCO,60,2022
BARRANQUITA,5,2022
BELEN,40,2022
BELLAUNION,6,2022
BELLAVISTA,164,2022
BELLAVISTADELAUNION,6,2022
BERNAL,6,2022
BOLIVAR,2,2022
BOLOGNESI,1,2022
BREA,138,2022
BUENOSAIRES,14,2022
BULDIBUYO,2,2022
CABANA,10,2022
CABANACONDE,1,2022
CABANILLA,2,2022
CABANILLAS,4,2022
CACATACHI,2,2022
CACERESDELPERU,2,2022
CACHACHI,10,2022
CACHICADAN,2,2022
CACHIMAYO,2,2022
CAHUACHO,2,2022
CAHUAPANAS,1,2022
CAICAY,1,2022
CAIRANI,2,2022
CAJA,2,2022
CAJABAMBA,25,2022
CAJACAY,NA,2022
CUADRON,3,2022
DEFUNCIONESREGISTRADASPOR,NA,2022
DISTRITOSSEGNAO,2022,2022
Seleccionecursorsobremapapara,NA,2022
vermayores,NA,2022
detalles,NA,2022
CAJABAMBA,NA,2022
Distrito,NA,2022
CAJACAY,2,2022
CAJAMARCA,157,2022
CAJARURO,2,2022
CAJATAMBO,2,2022
CAJAY,2,2022
CALAMARCA,3,2022
CALANA,4,2022
CALANGO,2,2022
CALCA,16,2022
CALETADECARQUIN,8,2022
CALLALLI,1,2022
CALLANMARCA,2,2022
CALLAO,446,2022
CALLAYUC,2,2022
CALLERIA,179,2022
CALZADA,6,2022
CAMANA,24,2022
CAMANTI,2,2022
CAMILACA,1,2022
CAMINACA,5,2022
CAMPANILLA,3,2022
CAMPORREDONDO,2,2022
CAMPOVERDE,7,2022
CANARIA,2,2022
CANAYRE,2,2022
CANCHABAMBA,2,2022
CANCHAQUE,6,2022
CANCHAYLLO,1,2022
CANDARAVE,7,2022
CANGALLO,9,2022
CANOASDEPUNTASAL,3,2022
CANTA,7,2022
CAARIS,2,2022
CAPACHICA,18,2022
CAPACMARCA,3,2022
CAPASO,1,2022
CAPILLAS,2,2022
CARABAMBA,6,2022
CARABAYLLO,238,2022
CARACOTO,11,2022
CARAMPOMA,1,2022
CARAVELI,2,2022
CARAYBAMBA,2,2022
CARAZ,24,2022
CARHUACALLANGA,1,2022
CARHUAMAYO,NA,2022
CUADRON,3,2022
DEFUNCIONESREGISTRADASPOR,NA,2022
DISTRITOSSEGNAO,2022,2022
Seleccionecursorsobremapapara,NA,2022
vermayores,NA,2022
detalles,NA,2022
CARHUACALLANGA,NA,2022
Distrito,NA,2022
CARHUAMAYO,4,2022
CARHUANCA,2,2022
CARHUAPAMPA,2,2022
CARHUAZ,18,2022
CARMENALTO,19,2022
CARMENDELALEGUARE,41,2022
CARMENSALCEDO,1,2022
CARUMAS,5,2022
CASAGRANDE,19,2022
CASCA,2,2022
CASCAPARA,1,2022
CASCAS,13,2022
CASHAPAMPA,3,2022
CASITAS,2,2022
CASMA,37,2022
CASTA,1,2022
CASTILLA,93,2022
CASTILLOGRANDE,7,2022
CASTROVIRREYNA,4,2022
CATAC,3,2022
CATACAOS,38,2022
CATACHE,1,2022
CATAHUASI,2,2022
CATILLUC,1,2022
CAYALTI,3,2022
CAYARA,1,2022
CAYARANI,2,2022
CAYLLOMA,5,2022
CAYMA,80,2022
CAYNA,1,2022
CAYNARACHI,3,2022
CCAPI,4,2022
CCARHUAYO,1,2022
CCATCA,6,2022
CCOCHACCASA,1,2022
CCORCA,3,2022
CELENDIN,27,2022
CERROAZUL,8,2022
